file name	obj status	project	grant	lab	composite	data type	view	cell	localization	rna extract	replicate	data version	dcc accession	date submitted	date unrestricted	GEO sample accession	lab exp ID	bio rep	seq platform	table name	type	md5sum	size	url	line
wgEncodeRikenCageGm12878CytosolPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageGm12878CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=cytosol; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001679; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849349; labExpId=J84,J85; bioRep=003C,004C; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageGm12878CytosolPapTssHmm; type=bedRnaElements; md5sum=cc58970f6a67f0e89db9c6d3095a5430; size=4.3M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	cytosol	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001679	2012-02-10	2012-11-10	GSM849349	J84,J85	003C,004C; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageGm12878CytosolPapTssHmm	bedRnaElements	cc58970f6a67f0e89db9c6d3095a5430	4.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878CytosolPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageGm12878CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=cytosol; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001679; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849349; labExpId=J84,J85; bioRep=003C,004C; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageGm12878CytosolPapTssHmm; type=bedRnaElements; md5sum=cc58970f6a67f0e89db9c6d3095a5430; size=4.3M"
wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	nucleolus	total	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000340	2011-11-04	2012-08-04	GSM849352	I69	"wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5057; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; labVersion=IDR; type=bedRnaElements; md5sum=4df3a4e87e01560e0815ae7f67cd95fc; size=7.3M"	"wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5057; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; labVersion=IDR; type=bedRnaElements; md5sum=4df3a4e87e01560e0815ae7f67cd95fc; size=7.3M"	"wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5057; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; labVersion=IDR; type=bedRnaElements; md5sum=4df3a4e87e01560e0815ae7f67cd95fc; size=7.3M"	bedRnaElements	4df3a4e87e01560e0815ae7f67cd95fc	7.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	"wgEncodeRikenCageGm12878NucleolusTotalTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5057; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; labVersion=IDR; type=bedRnaElements; md5sum=4df3a4e87e01560e0815ae7f67cd95fc; size=7.3M"
wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; tableName=wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2; type=bedRnaElements; md5sum=bca64a670503ff8ea90691646f083043; size=7.3M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	nucleolus	total	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000340	2012-02-10	2012-11-10	GSM849352	I69	"wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; tableName=wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2; type=bedRnaElements; md5sum=bca64a670503ff8ea90691646f083043; size=7.3M"	"wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; tableName=wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2; type=bedRnaElements; md5sum=bca64a670503ff8ea90691646f083043; size=7.3M"	wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2	bedRnaElements	bca64a670503ff8ea90691646f083043	7.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleolus; rnaExtract=total; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000340; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849352; labExpId=I69; bioRep=gen0109NL; tableName=wgEncodeRikenCageGm12878NucleolusTotalTssHmmV2; type=bedRnaElements; md5sum=bca64a670503ff8ea90691646f083043; size=7.3M"
wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	nucleus	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000339	2011-11-04	2012-08-04	GSM849341	J59	"wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5059; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; labVersion=IDR; type=bedRnaElements; md5sum=d40d8717b6b1ec35024af5464aa7b766; size=726K"	"wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5059; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; labVersion=IDR; type=bedRnaElements; md5sum=d40d8717b6b1ec35024af5464aa7b766; size=726K"	"wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5059; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; labVersion=IDR; type=bedRnaElements; md5sum=d40d8717b6b1ec35024af5464aa7b766; size=726K"	bedRnaElements	d40d8717b6b1ec35024af5464aa7b766	726K	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageGm12878NucleusPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5059; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; labVersion=IDR; type=bedRnaElements; md5sum=d40d8717b6b1ec35024af5464aa7b766; size=726K"
wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; tableName=wgEncodeRikenCageGm12878NucleusPamTssHmmV2; type=bedRnaElements; md5sum=a81778e4ff3a240be04062054910091b; size=727K"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	nucleus	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000339	2012-02-10	2012-11-10	GSM849341	J59	"wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; tableName=wgEncodeRikenCageGm12878NucleusPamTssHmmV2; type=bedRnaElements; md5sum=a81778e4ff3a240be04062054910091b; size=727K"	"wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; tableName=wgEncodeRikenCageGm12878NucleusPamTssHmmV2; type=bedRnaElements; md5sum=a81778e4ff3a240be04062054910091b; size=727K"	wgEncodeRikenCageGm12878NucleusPamTssHmmV2	bedRnaElements	a81778e4ff3a240be04062054910091b	727K	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageGm12878NucleusPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000339; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849341; labExpId=J59; bioRep=gen0110N; tableName=wgEncodeRikenCageGm12878NucleusPamTssHmmV2; type=bedRnaElements; md5sum=a81778e4ff3a240be04062054910091b; size=727K"
wgEncodeRikenCageGm12878NucleusPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageGm12878NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001678; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849348; labExpId=J93,J94; bioRep=003N,004N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageGm12878NucleusPapTssHmm; type=bedRnaElements; md5sum=ac1075ac9fcb104a35a8159e7e9a8158; size=6.8M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	GM12878	nucleus	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001678	2012-02-10	2012-11-10	GSM849348	J93,J94	003N,004N; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageGm12878NucleusPapTssHmm	bedRnaElements	ac1075ac9fcb104a35a8159e7e9a8158	6.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageGm12878NucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=GM12878; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001678; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849348; labExpId=J93,J94; bioRep=003N,004N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageGm12878NucleusPapTssHmm; type=bedRnaElements; md5sum=ac1075ac9fcb104a35a8159e7e9a8158; size=6.8M"
wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	H1-hESC	cell	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000341	2011-11-04	2012-08-04	GSM849355	I67	"wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5080; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; labVersion=IDR; type=bedRnaElements; md5sum=f296e6036fcdafb7b93a666b3a74c584; size=4.4M"	"wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5080; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; labVersion=IDR; type=bedRnaElements; md5sum=f296e6036fcdafb7b93a666b3a74c584; size=4.4M"	"wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5080; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; labVersion=IDR; type=bedRnaElements; md5sum=f296e6036fcdafb7b93a666b3a74c584; size=4.4M"	bedRnaElements	f296e6036fcdafb7b93a666b3a74c584	4.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageH1hescCellPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5080; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; labVersion=IDR; type=bedRnaElements; md5sum=f296e6036fcdafb7b93a666b3a74c584; size=4.4M"
wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; tableName=wgEncodeRikenCageH1hescCellPamTssHmmV2; type=bedRnaElements; md5sum=881c01c967f0041c0b64f9ec4228dccd; size=4.4M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	H1-hESC	cell	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000341	2012-02-10	2012-11-10	GSM849355	I67	"wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; tableName=wgEncodeRikenCageH1hescCellPamTssHmmV2; type=bedRnaElements; md5sum=881c01c967f0041c0b64f9ec4228dccd; size=4.4M"	"wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; tableName=wgEncodeRikenCageH1hescCellPamTssHmmV2; type=bedRnaElements; md5sum=881c01c967f0041c0b64f9ec4228dccd; size=4.4M"	wgEncodeRikenCageH1hescCellPamTssHmmV2	bedRnaElements	881c01c967f0041c0b64f9ec4228dccd	4.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageH1hescCellPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000341; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849355; labExpId=I67; bioRep=gen0113WC; tableName=wgEncodeRikenCageH1hescCellPamTssHmmV2; type=bedRnaElements; md5sum=881c01c967f0041c0b64f9ec4228dccd; size=4.4M"
wgEncodeRikenCageH1hescCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageH1hescCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001138; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849357; labExpId=J74,J75; bioRep=005WC,006WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageH1hescCellPapTssHmm; type=bedRnaElements; md5sum=a4cdc93d8803820602fc68d664ff2882; size=4.8M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	H1-hESC	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001138	2012-02-10	2012-11-10	GSM849357	J74,J75	005WC,006WC; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageH1hescCellPapTssHmm	bedRnaElements	a4cdc93d8803820602fc68d664ff2882	4.8M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageH1hescCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001138; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849357; labExpId=J74,J75; bioRep=005WC,006WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageH1hescCellPapTssHmm; type=bedRnaElements; md5sum=a4cdc93d8803820602fc68d664ff2882; size=4.8M"
wgEncodeRikenCageH1hescCytosolPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageH1hescCytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cytosol; rnaExtract=longPolyA; readType=1x36; dataVersion=ENCODE Jul 2012 Freeze; dccAccession=wgEncodeEH001139; dateSubmitted=2012-07-20; dateUnrestricted=2013-04-20; subId=7562; geoSampleAccession=GSM849356; labExpId=J86; bioRep=006C; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageH1hescCytosolPapTssHmm; type=bedRnaElements; md5sum=0d96ca71dbc0c868e13ed2b58b3e5679; size=1.1M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	H1-hESC	cytosol	longPolyA	NA	ENCODE Jul 2012 Freeze	wgEncodeEH001139	2012-07-20	2013-04-20	GSM849356	J86	006C	Illumina_GA2x	wgEncodeRikenCageH1hescCytosolPapTssHmm	bedRnaElements	0d96ca71dbc0c868e13ed2b58b3e5679	1.1M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCytosolPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageH1hescCytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=H1-hESC; localization=cytosol; rnaExtract=longPolyA; readType=1x36; dataVersion=ENCODE Jul 2012 Freeze; dccAccession=wgEncodeEH001139; dateSubmitted=2012-07-20; dateUnrestricted=2013-04-20; subId=7562; geoSampleAccession=GSM849356; labExpId=J86; bioRep=006C; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageH1hescCytosolPapTssHmm; type=bedRnaElements; md5sum=0d96ca71dbc0c868e13ed2b58b3e5679; size=1.1M"
